timeframe,cluster2017,TotPop,TotPop_m,cluster2017_nf,start_date,end_date,PctPopUnder18Years,PctPop65andOverYears,PctForeignBorn,PctBlackNonHispBridge,PctWhiteNonHispBridge,PctHisp,PctAsianPINonHispBridge,PctFamiliesOwnChildrenFH,PctPopUnder18Years_m,PctPop65andOverYears_m,PctForeignBorn_m,PctBlackNonHispBridge_m,PctWhiteNonHispBridge_m,PctHisp_m,PctAPINonHispBridge_m,PctFamiliesOwnChildFH_m,PctChgTotPop,PctChgPopUnder18Years,PctChgPop65andOverYear,indc
2012-16,"Kalorama Heights, Adams Morgan, Lanier Heights",19593,769,Cluster 1,1-Jan-12,31-Dec-16,7.9,9.9,20,8.7,71,12,5.9,7.3,1.2,1.3,2.4,1.7,2.8,1.8,1.4,7.2,X,X,X,1
2012-16,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",51220,1649,Cluster 2,1-Jan-12,31-Dec-16,15,7.5,24,32,36,25,4.5,46,1.3,0.8,1.8,1.8,1.4,2.4,0.8,5.6,X,X,X,1
2012-16,"Howard University, Le Droit Park, Cardozo/Shaw",14043,705,Cluster 3,1-Jan-12,31-Dec-16,8.4,6.6,15,40,45,7.5,3.9,30,1.7,1.4,2.4,3.8,3,2.3,1.2,13,X,X,X,1
2012-16,"Georgetown, Burleith/Hillandale",14991,855,Cluster 4,1-Jan-12,31-Dec-16,9.7,10,18,5.5,76,8.3,7.6,14,1.9,1.4,2.8,2.6,2.2,1.9,1.6,11,X,X,X,1
2012-16,"West End, Foggy Bottom, GWU",16779,895,Cluster 5,1-Jan-12,31-Dec-16,2.5,9.6,24,8.4,66,9.8,11,23,1.2,1.9,3.1,2.1,3.3,1.8,1.7,37,X,X,X,1
2012-16,"Dupont Circle, Connecticut Avenue/K Street",20130,870,Cluster 6,1-Jan-12,31-Dec-16,4.9,8,19,6.9,73,9.4,7,23,1.3,1.3,2.5,1.4,2.1,1.8,1.3,18,X,X,X,1
2012-16,"Shaw, Logan Circle",20697,957,Cluster 7,1-Jan-12,31-Dec-16,8.9,6.4,20,24,48,16,7.6,28,1.6,1.1,3,2.6,2,3.7,1.6,9.1,X,X,X,1
2012-16,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",19188,900,Cluster 8,1-Jan-12,31-Dec-16,11,8.3,18,34,42,11,11,61,2.3,1.2,2.2,3.5,1.8,2.8,1.6,12,X,X,X,1
2012-16,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",12195,653,Cluster 9,1-Jan-12,31-Dec-16,10,16,11,43,43,5.5,5,54,1.9,2.3,3,3.8,3.2,1.8,2,9.8,X,X,X,1
2012-16,"Hawthorne, Barnaby Woods, Chevy Chase",15330,631,Cluster 10,1-Jan-12,31-Dec-16,25,20,13,9.9,74,7.6,4.4,9.3,2.3,2,2.7,2.6,2.1,2.5,1.2,4.2,X,X,X,1
2012-16,"Friendship Heights, American University Park, Tenleytown",12494,617,Cluster 11,1-Jan-12,31-Dec-16,23,17,19,4.7,74,10,5.5,12,2.6,2.2,3.3,1.8,3.3,2.5,1.4,6,X,X,X,1
2012-16,"North Cleveland Park, Forest Hills, Van Ness",10658,664,Cluster 12,1-Jan-12,31-Dec-16,12,17,19,9.6,73,8.4,6.7,13,2.8,2.6,3.6,3.7,4,3,2,7.2,X,X,X,1
2012-16,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",16631,707,Cluster 13,1-Jan-12,31-Dec-16,18,15,21,6.7,71,12,6.5,8.6,1.5,1.5,2.3,2.2,2.4,2.2,1.4,4.3,X,X,X,1
2012-16,"Cathedral Heights, McLean Gardens, Glover Park",20608,990,Cluster 14,1-Jan-12,31-Dec-16,12,16,21,6.6,75,8.1,6.5,13,1.7,1.7,2.8,2.3,2.3,2.3,1.7,5.9,X,X,X,1
2012-16,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",15733,652,Cluster 15,1-Jan-12,31-Dec-16,12,17,18,5.1,72,14,6.1,19,2,2.1,2.8,2.2,3.1,3.2,1.7,9.1,X,X,X,1
2012-16,"Colonial Village, Shepherd Park, North Portal Estates",4331,325,Cluster 16,1-Jan-12,31-Dec-16,21,21,11,64,27,6.6,0.6,21,3.8,3.4,3.4,4.7,3.1,4.8,0.8,10,X,X,X,1
2012-16,"Takoma, Brightwood, Manor Park",22901,1004,Cluster 17,1-Jan-12,31-Dec-16,20,13,28,62,11,23,1.7,33,1.9,1.1,3,2.1,1.2,3.7,0.9,6.7,X,X,X,1
2012-16,"Brightwood Park, Crestwood, Petworth",40773,1446,Cluster 18,1-Jan-12,31-Dec-16,19,12,24,52,18,24,2.4,33,1.5,0.9,2.3,2.3,1.2,2.3,0.6,5.5,X,X,X,1
2012-16,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",14945,840,Cluster 19,1-Jan-12,31-Dec-16,19,14,21,64,14,19,1.9,44,2.4,1.5,3.3,4.3,2.2,4.2,1,9.8,X,X,X,1
2012-16,"North Michigan Park, Michigan Park, University Heights",13378,824,Cluster 20,1-Jan-12,31-Dec-16,19,19,11,66,17,13,1.2,40,2.8,1.6,2.6,2.6,2.5,5.1,0.7,11,X,X,X,1
2012-16,"Edgewood, Bloomingdale, Truxton Circle, Eckington",24101,1070,Cluster 21,1-Jan-12,31-Dec-16,14,11,11,55,31,7.5,2.7,43,1.5,1.2,1.6,3.2,2.3,1.6,0.8,7,X,X,X,1
2012-16,"Brookland, Brentwood, Langdon",14849,704,Cluster 22,1-Jan-12,31-Dec-16,22,14,8.6,74,16,5.4,2,46,2.6,1.8,2,3,2.4,1.8,0.9,6.1,X,X,X,1
2012-16,"Ivy City, Arboretum, Trinidad, Carver Langston",16841,996,Cluster 23,1-Jan-12,31-Dec-16,19,9.7,11,74,14,7.4,2.6,66,2.4,1.2,2.4,3.5,1.7,2.6,1.2,6.8,X,X,X,1
2012-16,"Woodridge, Fort Lincoln, Gateway",7811,465,Cluster 24,1-Jan-12,31-Dec-16,19,23,8.1,84,8.5,5,1.1,44,3.1,2.8,2.8,3,2.8,2.2,1.1,11,X,X,X,1
2012-16,"Union Station, Stanton Park, Kingman Park",28494,981,Cluster 25,1-Jan-12,31-Dec-16,13,8.2,6.1,33,55,4.9,3.5,27,1.1,0.8,0.9,2.4,1.4,1,0.6,5.9,X,X,X,1
2012-16,"Capitol Hill, Lincoln Park",29579,900,Cluster 26,1-Jan-12,31-Dec-16,13,10,7.1,30,59,6.2,2.3,20,1.3,0.9,1.1,1.8,1.4,1.1,0.6,5.2,X,X,X,1
2012-16,"Near Southeast, Navy Yard",4664,305,Cluster 27,1-Jan-12,31-Dec-16,6.5,6.6,5.1,27,62,5.3,3.6,49,2.4,2.1,2.2,4.9,5.3,1.9,1.6,23,X,X,X,1
2012-16,Historic Anacostia,5675,501,Cluster 28,1-Jan-12,31-Dec-16,33,5.9,1.8,97,2.3,0.3,0.1,79,4.1,1.6,1,3.1,1.2,0.4,0.4,3.9,X,X,X,1
2012-16,"Eastland Gardens, Kenilworth",2231,257,Cluster 29,1-Jan-12,31-Dec-16,27,11,1,97,0.9,0.8,0,79,5.4,2.8,1.3,4.1,1.1,0.8,0.7,11,X,X,X,1
2012-16,"Mayfair, Hillbrook, Mahaning Heights",7176,627,Cluster 30,1-Jan-12,31-Dec-16,27,10,4.8,92,0.7,5.6,0,86,5,2.5,2.4,3.1,0.5,4.3,0.3,5.3,X,X,X,1
2012-16,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",13098,873,Cluster 31,1-Jan-12,31-Dec-16,24,13,6.7,95,0.8,3.1,0.3,71,2.9,2,2.5,2,0.5,1.6,0.3,6.3,X,X,X,1
2012-16,"River Terrace, Benning, Greenway, Dupont Park",13535,1056,Cluster 32,1-Jan-12,31-Dec-16,25,14,3,96,0.4,2.9,0.2,78,3.4,1.7,2.4,1.3,0.4,3,0.4,7,X,X,X,1
2012-16,"Capitol View, Marshall Heights, Benning Heights",19382,990,Cluster 33,1-Jan-12,31-Dec-16,28,10,3.3,95,0.8,3,0.1,74,2.5,1.2,1.5,1,0.4,1.8,0.3,4,X,X,X,1
2012-16,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",18368,884,Cluster 34,1-Jan-12,31-Dec-16,20,15,3.3,90,3.4,3,1,63,2.5,1.3,1.2,2.2,1.2,1.6,0.9,6.9,X,X,X,1
2012-16,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",6168,632,Cluster 35,1-Jan-12,31-Dec-16,21,17,2.6,86,4.8,7,1,73,4.5,3.7,1.6,4.8,2.2,5.2,1.2,14,X,X,X,1
2012-16,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8763,665,Cluster 36,1-Jan-12,31-Dec-16,30,8.6,1.1,96,1.2,0.7,0,88,3.8,1.8,0.7,2,0.7,0.7,0.3,3.9,X,X,X,1
2012-16,"Sheridan, Barry Farm, Buena Vista",8054,614,Cluster 37,1-Jan-12,31-Dec-16,34,6.4,2.7,94,0.6,3.6,0.3,82,3.5,1.6,1.5,4.6,0.7,3,0.4,2.8,X,X,X,1
2012-16,"Douglas, Shipley Terrace",13028,896,Cluster 38,1-Jan-12,31-Dec-16,32,6.7,3.1,94,1.5,2.7,0.4,80,3.5,1.3,1.7,2.6,0.7,2.5,0.6,5.1,X,X,X,1
2012-16,"Congress Heights, Bellevue, Washington Highlands",31118,1351,Cluster 39,1-Jan-12,31-Dec-16,28,9.1,3.1,95,1.3,1.8,0.1,76,1.8,0.9,0.8,1.5,0.5,0.9,0.2,3.5,X,X,X,1
2012-16,Walter Reed,364,136,Cluster 40,1-Jan-12,31-Dec-16,16,15,18,55,18,23,2.4,46,13,9.9,25,3.2,11,25,4.2,59,X,X,X,1
2012-16,Rock Creek Park,980,190,Cluster 41,1-Jan-12,31-Dec-16,16,17,25,36,39,17,4.1,17,7.3,7.9,12,13,12,11,5.8,22,X,X,X,1
2012-16,Saint Elizabeths,836,238,Cluster 43,1-Jan-12,31-Dec-16,27,8.8,2.7,92,4.3,3.1,0,73,13,6.2,4.4,13,5.5,7.5,0.9,30,X,X,X,1
2012-16,Joint Base Anacostia-Bolling,6835,694,Cluster 44,1-Jan-12,31-Dec-16,34,2.2,4.9,46,40,8.1,1.4,25,4.4,1.2,2.1,8.4,3.3,2.8,1,9,X,X,X,1
2012-16,"Arboretum, Anacostia River",332,121,Cluster 46,1-Jan-12,31-Dec-16,20,19,10,84,8,3,2.6,44,14,12,16,18,13,7.1,10,57,X,X,X,1
2010,"Kalorama Heights, Adams Morgan, Lanier Heights",18220,.,Cluster 1,1-Jan-10,31-Dec-10,7.2,9,.,11,69,13,6.8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",46275,.,Cluster 2,1-Jan-10,31-Dec-10,15,7.4,.,37,31,27,4.4,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Howard University, Le Droit Park, Cardozo/Shaw",11647,.,Cluster 3,1-Jan-10,31-Dec-10,7.4,5.5,.,53,33,8.6,4.4,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Georgetown, Burleith/Hillandale",16109,.,Cluster 4,1-Jan-10,31-Dec-10,7.4,10,.,4,81,6.4,8.8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"West End, Foggy Bottom, GWU",16801,.,Cluster 5,1-Jan-10,31-Dec-10,1.6,8.1,.,6.7,75,5.7,12,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Dupont Circle, Connecticut Avenue/K Street",19796,.,Cluster 6,1-Jan-10,31-Dec-10,2.8,6.9,.,8.2,73,8.3,10,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Shaw, Logan Circle",18714,.,Cluster 7,1-Jan-10,31-Dec-10,11,7.3,.,33,46,14,7.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",17153,.,Cluster 8,1-Jan-10,31-Dec-10,9.6,9.4,.,33,44,9.5,13,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",11592,.,Cluster 9,1-Jan-10,31-Dec-10,13,14,.,56,33,5.2,5.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Hawthorne, Barnaby Woods, Chevy Chase",14342,.,Cluster 10,1-Jan-10,31-Dec-10,22,21,.,9.9,78,6.3,5.6,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Friendship Heights, American University Park, Tenleytown",11906,.,Cluster 11,1-Jan-10,31-Dec-10,19,14,.,5.3,80,6.8,7.8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"North Cleveland Park, Forest Hills, Van Ness",10551,.,Cluster 12,1-Jan-10,31-Dec-10,9.1,16,.,8.7,73,7.6,10,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",15374,.,Cluster 13,1-Jan-10,31-Dec-10,18,13,.,4.2,81,6.3,7.8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Cathedral Heights, McLean Gardens, Glover Park",19565,.,Cluster 14,1-Jan-10,31-Dec-10,7.8,15,.,5.1,78,8.8,7.9,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",15156,.,Cluster 15,1-Jan-10,31-Dec-10,10,12,.,4.4,80,7.6,8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Colonial Village, Shepherd Park, North Portal Estates",3847,.,Cluster 16,1-Jan-10,31-Dec-10,18,23,.,69,23,5,1.8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Takoma, Brightwood, Manor Park",20361,.,Cluster 17,1-Jan-10,31-Dec-10,19,15,.,69,10,18,1.9,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Brightwood Park, Crestwood, Petworth",36731,.,Cluster 18,1-Jan-10,31-Dec-10,20,13,.,60,13,25,1.8,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",12790,.,Cluster 19,1-Jan-10,31-Dec-10,18,19,.,79,6.8,13,0.9,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"North Michigan Park, Michigan Park, University Heights",11392,.,Cluster 20,1-Jan-10,31-Dec-10,14,19,.,69,24,4.9,2.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Edgewood, Bloomingdale, Truxton Circle, Eckington",21822,.,Cluster 21,1-Jan-10,31-Dec-10,15,13,.,68,23,6.7,2.5,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Brookland, Brentwood, Langdon",12699,.,Cluster 22,1-Jan-10,31-Dec-10,20,15,.,80,12,6.3,1.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Ivy City, Arboretum, Trinidad, Carver Langston",14786,.,Cluster 23,1-Jan-10,31-Dec-10,21,11,.,87,7.1,4.2,1,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Woodridge, Fort Lincoln, Gateway",6668,.,Cluster 24,1-Jan-10,31-Dec-10,16,23,.,87,5,5.5,1.7,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Union Station, Stanton Park, Kingman Park",24671,.,Cluster 25,1-Jan-10,31-Dec-10,15,9.1,.,48,44,4.3,3,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Capitol Hill, Lincoln Park",28389,.,Cluster 26,1-Jan-10,31-Dec-10,12,8.7,.,34,57,5,3.5,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Near Southeast, Navy Yard",2794,.,Cluster 27,1-Jan-10,31-Dec-10,4.9,8.5,.,32,57,5.5,6,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,Historic Anacostia,4990,.,Cluster 28,1-Jan-10,31-Dec-10,32,8,.,97,1.2,1,0.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Eastland Gardens, Kenilworth",2289,.,Cluster 29,1-Jan-10,31-Dec-10,36,9,.,97,0.7,1.5,0.3,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Mayfair, Hillbrook, Mahaning Heights",6452,.,Cluster 30,1-Jan-10,31-Dec-10,27,10,.,97,0.6,1.9,0.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",12806,.,Cluster 31,1-Jan-10,31-Dec-10,28,11,.,96,0.8,2.5,0.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"River Terrace, Benning, Greenway, Dupont Park",12436,.,Cluster 32,1-Jan-10,31-Dec-10,25,13,.,97,0.7,1.7,0.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Capitol View, Marshall Heights, Benning Heights",17801,.,Cluster 33,1-Jan-10,31-Dec-10,27,12,.,96,0.8,3.2,0.2,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",16320,.,Cluster 34,1-Jan-10,31-Dec-10,20,16,.,96,2,1.6,0.3,.,.,.,.,.,.,.,.,.,X,X,X,1
2010,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",5961,.,Cluster 35,1-Jan-10,31-Dec-10,18,17,.,92,5.2,1.9,0.4,.,.,.,.,.,.,.,.,.,X,X,X,1
