start_date,end_date,cluster2017,timeframe,cluster2017_nf,Crimes_pt1_property_per1000,Crimes_pt1_violent_per1000,indc
1-Jan-16,31-Dec-16,"River Terrace, Benning, Greenway, Dupont Park",2016,Cluster 32,55,18,1
1-Jan-00,31-Dec-00,"Capitol View, Marshall Heights, Benning Heights",2000,Cluster 33,42,21,1
1-Jan-01,31-Dec-01,"Capitol View, Marshall Heights, Benning Heights",2001,Cluster 33,43,21,1
1-Jan-02,31-Dec-02,"Capitol View, Marshall Heights, Benning Heights",2002,Cluster 33,52,21,1
1-Jan-03,31-Dec-03,"Capitol View, Marshall Heights, Benning Heights",2003,Cluster 33,58,19,1
1-Jan-04,31-Dec-04,"Capitol View, Marshall Heights, Benning Heights",2004,Cluster 33,41,17,1
1-Jan-05,31-Dec-05,"Capitol View, Marshall Heights, Benning Heights",2005,Cluster 33,32,17,1
1-Jan-06,31-Dec-06,"Capitol View, Marshall Heights, Benning Heights",2006,Cluster 33,31,16,1
1-Jan-07,31-Dec-07,"Capitol View, Marshall Heights, Benning Heights",2007,Cluster 33,39,14,1
1-Jan-08,31-Dec-08,"Capitol View, Marshall Heights, Benning Heights",2008,Cluster 33,45,16,1
1-Jan-09,31-Dec-09,"Capitol View, Marshall Heights, Benning Heights",2009,Cluster 33,31,19,1
1-Jan-10,31-Dec-10,"Capitol View, Marshall Heights, Benning Heights",2010,Cluster 33,32,18,1
1-Jan-11,31-Dec-11,"Capitol View, Marshall Heights, Benning Heights",2011,Cluster 33,36,16,1
1-Jan-12,31-Dec-12,"Capitol View, Marshall Heights, Benning Heights",2012,Cluster 33,38,14,1
1-Jan-13,31-Dec-13,"Capitol View, Marshall Heights, Benning Heights",2013,Cluster 33,38,21,1
1-Jan-14,31-Dec-14,"Capitol View, Marshall Heights, Benning Heights",2014,Cluster 33,44,18,1
1-Jan-15,31-Dec-15,"Capitol View, Marshall Heights, Benning Heights",2015,Cluster 33,37,16,1
1-Jan-16,31-Dec-16,"Capitol View, Marshall Heights, Benning Heights",2016,Cluster 33,35,13,1
1-Jan-00,31-Dec-00,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2000,Cluster 34,46,16,1
1-Jan-01,31-Dec-01,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2001,Cluster 34,50,17,1
1-Jan-02,31-Dec-02,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2002,Cluster 34,53,16,1
1-Jan-03,31-Dec-03,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2003,Cluster 34,56,14,1
1-Jan-04,31-Dec-04,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2004,Cluster 34,41,13,1
1-Jan-05,31-Dec-05,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2005,Cluster 34,33,13,1
1-Jan-06,31-Dec-06,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2006,Cluster 34,32,15,1
1-Jan-07,31-Dec-07,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2007,Cluster 34,37,13,1
1-Jan-08,31-Dec-08,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2008,Cluster 34,37,13,1
1-Jan-09,31-Dec-09,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2009,Cluster 34,39,11,1
1-Jan-10,31-Dec-10,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2010,Cluster 34,31,10,1
1-Jan-11,31-Dec-11,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2011,Cluster 34,33,12,1
1-Jan-12,31-Dec-12,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2012,Cluster 34,45,17,1
1-Jan-13,31-Dec-13,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2013,Cluster 34,46,17,1
1-Jan-14,31-Dec-14,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2014,Cluster 34,53,15,1
1-Jan-15,31-Dec-15,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2015,Cluster 34,42,14,1
1-Jan-16,31-Dec-16,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2016,Cluster 34,40,14,1
1-Jan-00,31-Dec-00,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2000,Cluster 35,57,13,1
1-Jan-01,31-Dec-01,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2001,Cluster 35,71,17,1
1-Jan-02,31-Dec-02,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2002,Cluster 35,71,15,1
1-Jan-03,31-Dec-03,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2003,Cluster 35,87,14,1
1-Jan-04,31-Dec-04,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2004,Cluster 35,54,15,1
1-Jan-05,31-Dec-05,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2005,Cluster 35,48,14,1
1-Jan-06,31-Dec-06,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2006,Cluster 35,43,11,1
1-Jan-07,31-Dec-07,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2007,Cluster 35,66,19,1
1-Jan-08,31-Dec-08,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2008,Cluster 35,52,16,1
1-Jan-09,31-Dec-09,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2009,Cluster 35,53,13,1
1-Jan-10,31-Dec-10,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2010,Cluster 35,44,19,1
1-Jan-11,31-Dec-11,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2011,Cluster 35,49,15,1
1-Jan-12,31-Dec-12,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2012,Cluster 35,57,13,1
1-Jan-13,31-Dec-13,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2013,Cluster 35,47,13,1
1-Jan-14,31-Dec-14,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2014,Cluster 35,46,13,1
1-Jan-15,31-Dec-15,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2015,Cluster 35,45,8.7,1
1-Jan-16,31-Dec-16,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2016,Cluster 35,40,9.6,1
1-Jan-00,31-Dec-00,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2000,Cluster 36,27,27,1
1-Jan-01,31-Dec-01,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2001,Cluster 36,27,29,1
1-Jan-02,31-Dec-02,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2002,Cluster 36,36,28,1
1-Jan-03,31-Dec-03,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2003,Cluster 36,43,26,1
1-Jan-04,31-Dec-04,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2004,Cluster 36,37,28,1
1-Jan-05,31-Dec-05,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2005,Cluster 36,29,25,1
1-Jan-06,31-Dec-06,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2006,Cluster 36,23,22,1
1-Jan-07,31-Dec-07,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2007,Cluster 36,28,20,1
1-Jan-08,31-Dec-08,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2008,Cluster 36,24,17,1
1-Jan-09,31-Dec-09,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2009,Cluster 36,25,17,1
1-Jan-10,31-Dec-10,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2010,Cluster 36,28,16,1
1-Jan-11,31-Dec-11,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2011,Cluster 36,30,18,1
1-Jan-12,31-Dec-12,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2012,Cluster 36,36,21,1
1-Jan-13,31-Dec-13,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2013,Cluster 36,34,20,1
1-Jan-14,31-Dec-14,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2014,Cluster 36,33,16,1
1-Jan-15,31-Dec-15,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2015,Cluster 36,30,15,1
1-Jan-16,31-Dec-16,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2016,Cluster 36,28,11,1
1-Jan-00,31-Dec-00,"Sheridan, Barry Farm, Buena Vista",2000,Cluster 37,33,24,1
1-Jan-01,31-Dec-01,"Sheridan, Barry Farm, Buena Vista",2001,Cluster 37,37,24,1
1-Jan-02,31-Dec-02,"Sheridan, Barry Farm, Buena Vista",2002,Cluster 37,34,26,1
1-Jan-03,31-Dec-03,"Sheridan, Barry Farm, Buena Vista",2003,Cluster 37,40,26,1
1-Jan-04,31-Dec-04,"Sheridan, Barry Farm, Buena Vista",2004,Cluster 37,32,24,1
1-Jan-05,31-Dec-05,"Sheridan, Barry Farm, Buena Vista",2005,Cluster 37,38,21,1
1-Jan-06,31-Dec-06,"Sheridan, Barry Farm, Buena Vista",2006,Cluster 37,33,24,1
1-Jan-07,31-Dec-07,"Sheridan, Barry Farm, Buena Vista",2007,Cluster 37,44,27,1
1-Jan-08,31-Dec-08,"Sheridan, Barry Farm, Buena Vista",2008,Cluster 37,42,24,1
1-Jan-09,31-Dec-09,"Sheridan, Barry Farm, Buena Vista",2009,Cluster 37,46,24,1
1-Jan-10,31-Dec-10,"Sheridan, Barry Farm, Buena Vista",2010,Cluster 37,40,22,1
1-Jan-11,31-Dec-11,"Sheridan, Barry Farm, Buena Vista",2011,Cluster 37,48,24,1
1-Jan-12,31-Dec-12,"Sheridan, Barry Farm, Buena Vista",2012,Cluster 37,49,29,1
1-Jan-13,31-Dec-13,"Sheridan, Barry Farm, Buena Vista",2013,Cluster 37,43,22,1
1-Jan-14,31-Dec-14,"Sheridan, Barry Farm, Buena Vista",2014,Cluster 37,36,21,1
1-Jan-15,31-Dec-15,"Sheridan, Barry Farm, Buena Vista",2015,Cluster 37,46,19,1
1-Jan-16,31-Dec-16,"Sheridan, Barry Farm, Buena Vista",2016,Cluster 37,35,22,1
1-Jan-00,31-Dec-00,"Douglas, Shipley Terrace",2000,Cluster 38,29,22,1
1-Jan-01,31-Dec-01,"Douglas, Shipley Terrace",2001,Cluster 38,31,20,1
1-Jan-02,31-Dec-02,"Douglas, Shipley Terrace",2002,Cluster 38,35,21,1
1-Jan-03,31-Dec-03,"Douglas, Shipley Terrace",2003,Cluster 38,36,20,1
1-Jan-04,31-Dec-04,"Douglas, Shipley Terrace",2004,Cluster 38,34,15,1
1-Jan-05,31-Dec-05,"Douglas, Shipley Terrace",2005,Cluster 38,34,20,1
1-Jan-06,31-Dec-06,"Douglas, Shipley Terrace",2006,Cluster 38,34,20,1
1-Jan-07,31-Dec-07,"Douglas, Shipley Terrace",2007,Cluster 38,41,21,1
1-Jan-08,31-Dec-08,"Douglas, Shipley Terrace",2008,Cluster 38,40,18,1
1-Jan-09,31-Dec-09,"Douglas, Shipley Terrace",2009,Cluster 38,39,20,1
1-Jan-10,31-Dec-10,"Douglas, Shipley Terrace",2010,Cluster 38,41,23,1
1-Jan-11,31-Dec-11,"Douglas, Shipley Terrace",2011,Cluster 38,33,17,1
1-Jan-12,31-Dec-12,"Douglas, Shipley Terrace",2012,Cluster 38,35,20,1
1-Jan-13,31-Dec-13,"Douglas, Shipley Terrace",2013,Cluster 38,39,19,1
1-Jan-14,31-Dec-14,"Douglas, Shipley Terrace",2014,Cluster 38,36,17,1
1-Jan-15,31-Dec-15,"Douglas, Shipley Terrace",2015,Cluster 38,37,17,1
1-Jan-16,31-Dec-16,"Douglas, Shipley Terrace",2016,Cluster 38,35,17,1
1-Jan-00,31-Dec-00,"Congress Heights, Bellevue, Washington Highlands",2000,Cluster 39,36,26,1
1-Jan-01,31-Dec-01,"Congress Heights, Bellevue, Washington Highlands",2001,Cluster 39,42,25,1
1-Jan-02,31-Dec-02,"Congress Heights, Bellevue, Washington Highlands",2002,Cluster 39,45,25,1
1-Jan-03,31-Dec-03,"Congress Heights, Bellevue, Washington Highlands",2003,Cluster 39,42,26,1
1-Jan-04,31-Dec-04,"Congress Heights, Bellevue, Washington Highlands",2004,Cluster 39,38,21,1
1-Jan-05,31-Dec-05,"Congress Heights, Bellevue, Washington Highlands",2005,Cluster 39,37,21,1
1-Jan-06,31-Dec-06,"Congress Heights, Bellevue, Washington Highlands",2006,Cluster 39,40,18,1
1-Jan-07,31-Dec-07,"Congress Heights, Bellevue, Washington Highlands",2007,Cluster 39,50,23,1
1-Jan-08,31-Dec-08,"Congress Heights, Bellevue, Washington Highlands",2008,Cluster 39,49,23,1
1-Jan-09,31-Dec-09,"Congress Heights, Bellevue, Washington Highlands",2009,Cluster 39,47,22,1
1-Jan-10,31-Dec-10,"Congress Heights, Bellevue, Washington Highlands",2010,Cluster 39,48,20,1
1-Jan-11,31-Dec-11,"Congress Heights, Bellevue, Washington Highlands",2011,Cluster 39,41,22,1
1-Jan-12,31-Dec-12,"Congress Heights, Bellevue, Washington Highlands",2012,Cluster 39,37,20,1
1-Jan-13,31-Dec-13,"Congress Heights, Bellevue, Washington Highlands",2013,Cluster 39,40,20,1
1-Jan-14,31-Dec-14,"Congress Heights, Bellevue, Washington Highlands",2014,Cluster 39,36,17,1
1-Jan-15,31-Dec-15,"Congress Heights, Bellevue, Washington Highlands",2015,Cluster 39,33,17,1
1-Jan-16,31-Dec-16,"Congress Heights, Bellevue, Washington Highlands",2016,Cluster 39,33,16,1
1-Jan-00,31-Dec-00,Walter Reed,2000,Cluster 40,29,1.6,1
1-Jan-01,31-Dec-01,Walter Reed,2001,Cluster 40,37,6.8,1
1-Jan-02,31-Dec-02,Walter Reed,2002,Cluster 40,25,11,1
1-Jan-03,31-Dec-03,Walter Reed,2003,Cluster 40,48,19,1
1-Jan-04,31-Dec-04,Walter Reed,2004,Cluster 40,43,12,1
1-Jan-05,31-Dec-05,Walter Reed,2005,Cluster 40,31,4.1,1
1-Jan-06,31-Dec-06,Walter Reed,2006,Cluster 40,22,8.7,1
1-Jan-07,31-Dec-07,Walter Reed,2007,Cluster 40,42,9.2,1
1-Jan-08,31-Dec-08,Walter Reed,2008,Cluster 40,20,12,1
1-Jan-09,31-Dec-09,Walter Reed,2009,Cluster 40,31,7.9,1
1-Jan-10,31-Dec-10,Walter Reed,2010,Cluster 40,20,25,1
1-Jan-11,31-Dec-11,Walter Reed,2011,Cluster 40,45,8.5,1
1-Jan-12,31-Dec-12,Walter Reed,2012,Cluster 40,39,17,1
1-Jan-13,31-Dec-13,Walter Reed,2013,Cluster 40,56,31,1
1-Jan-14,31-Dec-14,Walter Reed,2014,Cluster 40,82,2.8,1
1-Jan-15,31-Dec-15,Walter Reed,2015,Cluster 40,48,11,1
1-Jan-16,31-Dec-16,Walter Reed,2016,Cluster 40,56,8.5,1
1-Jan-00,31-Dec-00,Rock Creek Park,2000,Cluster 41,124,7.3,1
1-Jan-01,31-Dec-01,Rock Creek Park,2001,Cluster 41,97,15,1
1-Jan-02,31-Dec-02,Rock Creek Park,2002,Cluster 41,109,16,1
1-Jan-03,31-Dec-03,Rock Creek Park,2003,Cluster 41,144,11,1
1-Jan-04,31-Dec-04,Rock Creek Park,2004,Cluster 41,54,8,1
1-Jan-05,31-Dec-05,Rock Creek Park,2005,Cluster 41,57,9,1
1-Jan-06,31-Dec-06,Rock Creek Park,2006,Cluster 41,42,3.3,1
1-Jan-07,31-Dec-07,Rock Creek Park,2007,Cluster 41,27,6,1
1-Jan-08,31-Dec-08,Rock Creek Park,2008,Cluster 41,29,8.3,1
1-Jan-09,31-Dec-09,Rock Creek Park,2009,Cluster 41,36,7.7,1
1-Jan-10,31-Dec-10,Rock Creek Park,2010,Cluster 41,31,7.2,1
1-Jan-11,31-Dec-11,Rock Creek Park,2011,Cluster 41,27,2.4,1
1-Jan-12,31-Dec-12,Rock Creek Park,2012,Cluster 41,41,2.4,1
1-Jan-13,31-Dec-13,Rock Creek Park,2013,Cluster 41,41,2.4,1
1-Jan-14,31-Dec-14,Rock Creek Park,2014,Cluster 41,63,3.6,1
1-Jan-15,31-Dec-15,Rock Creek Park,2015,Cluster 41,24,2.4,1
1-Jan-16,31-Dec-16,Rock Creek Park,2016,Cluster 41,37,0,1
1-Jan-00,31-Dec-00,Saint Elizabeths,2000,Cluster 43,25,21,1
1-Jan-01,31-Dec-01,Saint Elizabeths,2001,Cluster 43,38,15,1
1-Jan-02,31-Dec-02,Saint Elizabeths,2002,Cluster 43,22,11,1
1-Jan-03,31-Dec-03,Saint Elizabeths,2003,Cluster 43,23,16,1
1-Jan-04,31-Dec-04,Saint Elizabeths,2004,Cluster 43,16,17,1
1-Jan-05,31-Dec-05,Saint Elizabeths,2005,Cluster 43,11,4.4,1
1-Jan-06,31-Dec-06,Saint Elizabeths,2006,Cluster 43,17,19,1
1-Jan-07,31-Dec-07,Saint Elizabeths,2007,Cluster 43,54,53,1
1-Jan-08,31-Dec-08,Saint Elizabeths,2008,Cluster 43,79,37,1
1-Jan-09,31-Dec-09,Saint Elizabeths,2009,Cluster 43,64,53,1
1-Jan-10,31-Dec-10,Saint Elizabeths,2010,Cluster 43,50,30,1
1-Jan-11,31-Dec-11,Saint Elizabeths,2011,Cluster 43,77,59,1
1-Jan-12,31-Dec-12,Saint Elizabeths,2012,Cluster 43,54,40,1
1-Jan-13,31-Dec-13,Saint Elizabeths,2013,Cluster 43,59,40,1
1-Jan-14,31-Dec-14,Saint Elizabeths,2014,Cluster 43,64,40,1
1-Jan-15,31-Dec-15,Saint Elizabeths,2015,Cluster 43,44,56,1
1-Jan-16,31-Dec-16,Saint Elizabeths,2016,Cluster 43,52,33,1
1-Jan-00,31-Dec-00,Joint Base Anacostia-Bolling,2000,Cluster 44,11,5.8,1
1-Jan-01,31-Dec-01,Joint Base Anacostia-Bolling,2001,Cluster 44,10,4.3,1
1-Jan-02,31-Dec-02,Joint Base Anacostia-Bolling,2002,Cluster 44,11,4.6,1
1-Jan-03,31-Dec-03,Joint Base Anacostia-Bolling,2003,Cluster 44,13,4.1,1
1-Jan-04,31-Dec-04,Joint Base Anacostia-Bolling,2004,Cluster 44,12,4.5,1
1-Jan-05,31-Dec-05,Joint Base Anacostia-Bolling,2005,Cluster 44,15,5,1
1-Jan-06,31-Dec-06,Joint Base Anacostia-Bolling,2006,Cluster 44,18,4.8,1
1-Jan-07,31-Dec-07,Joint Base Anacostia-Bolling,2007,Cluster 44,11,3.2,1
1-Jan-08,31-Dec-08,Joint Base Anacostia-Bolling,2008,Cluster 44,15,3.7,1
1-Jan-09,31-Dec-09,Joint Base Anacostia-Bolling,2009,Cluster 44,11,3.5,1
1-Jan-10,31-Dec-10,Joint Base Anacostia-Bolling,2010,Cluster 44,8.8,2.7,1
1-Jan-11,31-Dec-11,Joint Base Anacostia-Bolling,2011,Cluster 44,15,3.2,1
1-Jan-12,31-Dec-12,Joint Base Anacostia-Bolling,2012,Cluster 44,20,6.7,1
1-Jan-13,31-Dec-13,Joint Base Anacostia-Bolling,2013,Cluster 44,14,7.2,1
1-Jan-14,31-Dec-14,Joint Base Anacostia-Bolling,2014,Cluster 44,14,4.4,1
1-Jan-15,31-Dec-15,Joint Base Anacostia-Bolling,2015,Cluster 44,15,4.6,1
1-Jan-16,31-Dec-16,Joint Base Anacostia-Bolling,2016,Cluster 44,11,5.1,1
1-Jan-00,31-Dec-00,"Arboretum, Anacostia River",2000,Cluster 46,.,.,1
1-Jan-01,31-Dec-01,"Arboretum, Anacostia River",2001,Cluster 46,345,207,1
1-Jan-02,31-Dec-02,"Arboretum, Anacostia River",2002,Cluster 46,155,241,1
1-Jan-03,31-Dec-03,"Arboretum, Anacostia River",2003,Cluster 46,136,125,1
1-Jan-04,31-Dec-04,"Arboretum, Anacostia River",2004,Cluster 46,85,51,1
1-Jan-05,31-Dec-05,"Arboretum, Anacostia River",2005,Cluster 46,75,55,1
1-Jan-06,31-Dec-06,"Arboretum, Anacostia River",2006,Cluster 46,69,11,1
1-Jan-07,31-Dec-07,"Arboretum, Anacostia River",2007,Cluster 46,113,49,1
1-Jan-08,31-Dec-08,"Arboretum, Anacostia River",2008,Cluster 46,38,30,1
1-Jan-09,31-Dec-09,"Arboretum, Anacostia River",2009,Cluster 46,61,46,1
1-Jan-10,31-Dec-10,"Arboretum, Anacostia River",2010,Cluster 46,144,34,1
1-Jan-11,31-Dec-11,"Arboretum, Anacostia River",2011,Cluster 46,68,10,1
1-Jan-12,31-Dec-12,"Arboretum, Anacostia River",2012,Cluster 46,6.8,10,1
1-Jan-13,31-Dec-13,"Arboretum, Anacostia River",2013,Cluster 46,10,0,1
1-Jan-14,31-Dec-14,"Arboretum, Anacostia River",2014,Cluster 46,27,3.4,1
1-Jan-15,31-Dec-15,"Arboretum, Anacostia River",2015,Cluster 46,21,3.4,1
1-Jan-16,31-Dec-16,"Arboretum, Anacostia River",2016,Cluster 46,10,0,1